Question,score1,Answer 1,score2,Answer 2,score3,Answer 3,score4,Answer 4,score5,Answer 5
إذا تعلمت قطتك التحدث - قم بتسمية شيء ستطلبه,43,الغذاء / الحليب,25,الحيوانات الأليفة/الخدوش,10,تنظيف صندوق القمامة,7,النعناع البري,4,انتباه
اذكر سببًا قد يؤدي إلى نقل الطالب إلى مقدمة الفصل,46,ضعف الرؤية,23,في ورطة,23,حيوان المعلم الأليف,5,اسمع أفضل,3,معلم جذاب
قم بتسمية نشاط يقوم به بعض الرجال مع أصدقائهم عندما لا تتم دعوة الزوجات,35,العب البوكر,30,اذهب إلى البار,12,شاهد الرياضة,11,نزهة الجولف,6,حفلة البكالوريوس
اذكر شيئًا يفعله الناس مع كلابهم ولا يفعلونه مع السمكة الذهبية الأليفة.,40,يمشي,31,حيوان أليف,16,لعب الجلب,5,زوج,3,يستحم
قم بتسمية مرض بسيط لا يمكنك منع جسمك من القيام به، ولكنك تخشى حدوثه في حفل زفافك.,30,الفواق,21,السعال/الاختناق,19,تمرير الغاز,13,العطس صالح,12,الأنف الدموي
ما الذي يمكن أن ترتديه الفتاة لأول مرة لرقصتها الإعدادية؟,39,اللباس الرسمي,26,الكعب العالي,17,ماكياج,11,شجاعة,4,حمالة الصدر
"أخبرني بشيء قد تفعله المرأة لتفسد نفسها (أكثر تحديدًا من ""المنتجع الصحي"").",38,محل,24,مانيكير,20,صالون الشعر,11,تدليك,6,حمام الفقاعات
اسم فيلم عن لاعبي البيسبول,29,الملائكة في الخارج,18,الدوري الخاص بهم,17,حقل الأحلام,16,الطبيعي,14,بول دورهام
قم بتسمية حيوان المزرعة الصغير الذي قد يرغب الطفل في الاحتفاظ به كحيوان أليف.,37,خنزير صغير,24,حمَل,19,كتكوت,9,طفل / عنزة,8,الأرنب
قم بتسمية شيء ما في محفظتك يمكن استخدامه للحصول على بطاقة هوية,55,رخصة السائق,25,الضمان الاجتماعي,9,معرف المدرسة,6,بطاقة إئتمان,3,بطاقة العمل
اذكر الطريقة التي يفسد بها الناس حيواناتهم الأليفة.,31,أعطهم يعامل,20,إطعام أكثر من اللازم,15,النوم معهم,12,اشتري لهم ملابس,9,اشتري لهم الألعاب
بخلاف المنبه- ماذا يستخدم الناس لإيقاظهم؟,38,الهاتف الخلوي,22,راديو,21,الديك,11,شمس,6,قطة/كلب
قم بتسمية نوع من الصلصة التي لم تضعها أبدًا على المعكرونة,30,صلصة التفاح,26,صلصة حارة,16,كاتشب,13,شواء,12,صلصة الشوكولاتة
قم بتسمية مناسبة أو مكان لا تعترف فيه أنك لا تحب الطعام.,38,قِرَان,28,عشاء عائلي,12,حفلة عيد ميلاد,6,في موعد,3,نزهة الكنيسة
قم بتسمية اللوازم المدرسية التي لم تستخدمها منذ أن كنت صغيرًا.,38,قلم تلوين,25,حاكم,18,قلم رصاص / ممحاة,11,لصق / غراء,5,بوصلة
قم بتسمية طعام محدد يصعب طهيه جيدًا دون حرقه,31,شريحة لحم,26,بيض,19,نخب,11,فرخة,8,ملفات تعريف الارتباط
بخلاف النوم - قم بتسمية شيء تفعله أثناء الاستلقاء,36,يقرأ,27,مشاهدة التلفزيون / الفيلم,19,اصنع الحب,6,حمام الشمس,3,يمارس
"قم بتسمية كلمة تبدأ بحرف ""F"" والتي تصف قطتك بشكل أفضل",38,فروي/رقيق,31,سمين,13,مضحك,8,سريع,3,مرح
اذكر شيئًا قد يفعله الطفل للتخلص من الاستحمام,40,البكاء/ نوبة الغضب,21,اذهب إلى الفراش,15,المرض الكاذب,12,يجري,9,يخفي
قم بتسمية شيء قبيح يمكن أن ينمو على قدميك,38,حبوب ذرة,30,قدم الرياضيين,19,ثؤلول,7,الورم,6,أظافر نام
اذكر شيئًا عن المرأة المعجزة التي قد تحسدها المرأة العادية,60,جسم,19,قوة,9,قوة,5,يبدو,3,طائرة غير مرئية
لماذا قد يذهب شخص لا يحب القراءة إلى المكتبة؟,36,استخدام الكمبيوتر,31,يذاكر,13,تعرف على الناس,10,بحث,5,إنه هادئ
لقد سألنا 100 زوج: إذا كان لدى زوجتك مساعد شخصي - اذكر شيئًا سيطلب منها القيام به.,39,يطبخ,25,ينظف,17,مغسلة,12,محل,4,اصنع القهوة
قم بتسمية رجل مشهور - حقيقي أو خيالي - يرتدي الجوارب الضيقة,35,روبن هود,27,سوبرمان,13,بيتر بان,10,باتمان,9,ميخائيل باريشنيكوف
قم بتسمية مشروب غير حلو,28,قهوة,25,ماء,19,شاي,17,جعة,8,لبن
قم بتسمية شيء يذهب إليه الناس وقد يتم بيعه بالكامل,47,حفلة موسيقية,25,أفلام,11,حدث رياضي,9,مسرح,3,موسيقي
اذكر سببًا يجعل الآباء يقولون إن الطفولة أفضل من البلوغ.,53,لا فواتير,19,لا عمل,12,لا شكر على واجب,9,المزيد من المرح/اللعب,6,لا المسؤولية
"تسمية فاكهة تبدأ بحرف ""ف""",28,كُمَّثرَى,25,خَوخ,17,أناناس,15,البرقوق,9,البابايا
قم بتسمية الطريقة التي تتمنى أن تكون بها حياتك أشبه بحياة قطتك,38,النوم طوال اليوم,22,احصل على 9 أرواح,19,الكثير من الطعام,15,لا وظيفة,5,الكثير من وقت اللعب
قم بتسمية شيء تفعله بحديقتك ولن تفعله أبدًا بسجادتك من الجدار إلى الجدار.,39,الماء عليه,36,اقطعها,13,قم بتسميدها,4,زهور النبات,2,أشعل النار
قم بتسمية شيء يفعله الناس أثناء قول كذبة يفضحهم.,38,لا يوجد اتصال العين,25,تلعثم,15,التعرق,11,الابتسامة / الضحك العصبي,5,وجه أحمر
قم بتسمية شخص قد تعطيه إكرامية في فندق,67,بيلهوب,14,بواب,7,النادل,5,خادمة,4,خدمة الغرف
أخبرني بشيء ستسمح لكلبك بفعله، لكن ليس لطفلك.,31,تبول في الخارج,24,يلعق,17,شرب من المرحاض,15,أكل قصاصات,9,تشغيل فضفاضة
قم بتسمية شيء يمكنك رؤيته في رحلة بحرية في ألاسكا والذي ربما لن تراه في رحلة بحرية في منطقة البحر الكاريبي,37,جبل جليدي,29,ثلج,21,الدب القطبي,6,حوت,4,ختم
قم بتسمية شيء يأتي في زجاجة,29,الصودا,24,جعة,20,عطر,12,لبن,9,شامبو
أخبرني عن نشاط يُطلب من بعض الأشخاص القيام بالمزيد منه، ويطلب من الآخرين القيام به بشكل أقل.,44,يمارس,35,يأكل,8,يتحدث,8,عمل,3,ينام
اذكر صفة معينة من شأنها أن تجعل صديقك رجلًا سيئًا,36,خجول جدا,22,وسيم جدًا,15,المشروبات أكثر من اللازم,12,نظافة سيئة,5,يدخن
"ماذا قالت 100 زوجة عن أزواجهن ""يعتقدون دائمًا أنهم على حق"" في جدال؟",34,مال,26,تربية الاطفال,11,الرومانسية / العلاقة,8,سيارات,6,الرياضة
اذكر شيئًا يعتقد المؤمنون بالخرافات أنه سيجلب الحظ السيئ.,65,القطة السوداء,18,كسر مرآة,9,المشي تحت سلم,3,رقم 13,3,خطوة على صدع
اذكر طريقة قد تتمكن من خلالها معرفة ما تناوله شخص ما للتو على الغداء.,68,يتنفس,15,تجشؤ,7,البقع,4,فتات على الأسنان,4,يتقيؤون
قم بتسمية شيء يحتوي على نوابض بداخله.,57,سرير,17,أريكة,12,كرسي,8,عصا بوجو,5,الترامبولين
اذكر شيئًا قد يتسبب في نزاع عائلي حقيقي بين الجيران.,33,ضوضاء,26,المال / الممتلكات,15,الكلاب/الحيوانات الأليفة,14,الاطفال المشاغب,9,ساحة غير مهذبة
قم بتسمية شيء يفعله الناس على الجليد,70,تزلج,9,العب الهوكي,8,تسقط,7,سمكة الجليد,3,يمشي
اذكر شيئًا قد تفعله بعد تعرض منزلك للسرقة.,62,اتصل بالشرطة,16,احصل على إنذار,11,يتحرك,6,يبكي,5,يصرخ
كم يوما يستمر البرد؟,36,7,25,3,17,5,10,4,6,6
أخبرني عن مدى سرعة قيادة معظم الناس على الطريق السريع. (رقمي فقط),33,70,31,75,14,65,12,80,7,60
قم بتسمية شيء تفعله عندما يتصل بك مندوب مبيعات في أحد المتاجر.,45,تجنبهم,18,اطلب المساعدة,17,يبتسم,10,قل مرحبا,10,”مجرد النظر“
عند السفر إلى الخارج - أخبرني بالمدة المثالية للبقاء بعيدًا عن المنزل,24,2 أسابيع,20,3 أسابيع,13,1 أسبوع,5,1 شهر,4,10 أيام
اسم رئيس أمريكي مثير للجدل,33,جورج دبليو بوش,29,ريتشارد نيكسون,25,بيل كلينتون,3,جون إف كينيدي,3,ابراهام لينكولن
قم بتسمية مهنة يجب أن تكون فيها ذكيًا حقًا,41,طبيب,28,محامي,13,عالم,6,مهندس,6,محاسب
قم بتسمية مهنة حيث يكون للنظافة أهمية,35,طبيب / ممرضة,23,خادمة,16,مدرس,14,سكرتير,9,محاسب / مصرفي
"قم بتسمية شيء يفعله زوجك ليُعلمك أنه ""في مزاج للحب"".",44,قبلة/لمس,18,يلمس,12,قم بتشغيل الموسيقى,10,خلع ملابسه/تغيير الملابس,5,آتي فليرتي
قم بتسمية شيء قد يتغير بعد الانفصال عن الشريك.,37,رقم التليفون,21,شعر,18,اسم,12,أقفال,6,عنوان
قم بتسمية شيء يحتاج رجل الإطفاء إلى الكثير منه,75,ماء,9,قوة,4,استراحة,4,سلالم,2,هواء
قم بتسمية شيء لا يكتمل برنامج الواقع بدونه.,53,دراما/قتال,24,المتسابقون/المشاهير,12,الرومانسية,6,كاماراس,4,الكحول
قم بتسمية الطريقة التي تختلف بها شخصيات المسرحية الهزلية عادةً عن الأشخاص الحقيقيين,43,مضحك,16,إنهم يتصرفون,13,سعيد دائما,11,ثري,11,تبدو جيدة دائما
قم بتسمية شيء قد يشتريه الناس لأسماكهم الذهبية الجديدة.,46,طعام,26,صهريج,14,بعض الصخور,5,قلعة,4,سمكة ذهبية أخرى
قم بتسمية الصوت الذي ستسمعه في مباراة الملاكمة,75,جرس,10,هتاف,5,صيحات الاستهجان,3,اللكم,2,تصفيق
اذكر اسم الفاكهة التي قد تبتلع بذورها بالخطأ.,47,بطيخ,24,العنب,15,الكرز,8,البرتقالي,4,تفاحة
قم بتسمية شيء يطلبه طبيبك، وسيكون من الغريب أن تسأل شخصًا قابلته للتو.,61,وزن,17,عمر,11,تاريخ الدورة الأخيرة,5,ضغط دم مرتفع,4,هل أنت حامل؟
